student_id,age,gender,socioeconomic_status,parent_education_level,attendance_rate,study_hours_per_week,quiz_average,assignment_submission_rate,engagement_index,financial_assistance,internet_access,learning_device_type,previous_grades,subject_difficulty,final_exam_score,preferred_learning_style,course_enrolled,interest_tags,pass_fail,risk_level,dropout_likelihood
1444,21.2,Female,Low,High School,0.8,17.9,76.4,0.65,0.9,Yes,None,Laptop,57.5,Moderate,66.9,Auditory,BSBA,"Programming, AI",Fail,Safe,0.57
1445,21.6,Female,Middle,Elementary,0.71,9.8,55.8,0.84,0.6,No,Limited,Tablet,77.2,Hard,67.6,Visual,BSED,"Game Dev, Robotics",Fail,At Risk,0.39
1446,17.3,Male,High,College,0.73,15.9,57.9,0.81,0.54,Yes,Stable,Laptop,89.8,Easy,88.6,Auditory,BSA,"Programming, AI",Fail,At Risk,0.43
1447,21.0,Female,High,College,0.7,11.8,84.1,0.56,1.0,Yes,Stable,Laptop,71.1,Hard,90.9,Auditory,BSA,"Teaching, Research",Fail,Safe,0.84
1448,21.9,Female,Low,High School,0.72,9.8,62.4,0.55,0.63,No,Limited,Laptop,74.3,Easy,99.7,Kinesthetic,BSIT,"Accounting, Finance",Fail,Moderate,0.69
1449,17.9,Male,Low,College,0.8,8.7,92.4,0.68,0.67,No,Limited,Tablet,87.0,Moderate,76.6,Reading,BSIT,"Game Dev, Robotics",Pass,Moderate,0.53
1450,24.3,Female,Middle,College,0.76,16.1,99.3,0.76,0.34,Yes,Limited,Laptop,69.7,Moderate,96.8,Reading,BSA,"Teaching, Research",Pass,Moderate,0.52
1451,20.8,Female,Middle,College,0.65,12.9,84.8,0.54,0.49,No,None,Smartphone,78.0,Moderate,85.3,Kinesthetic,BSBA,"Leadership, Marketing",Fail,Safe,0.18
1452,22.9,Male,Low,College,0.73,2.9,90.3,0.74,0.84,No,Stable,Desktop,76.4,Easy,72.4,Visual,BSA,"Game Dev, Robotics",Fail,At Risk,0.47
1453,16.0,Female,High,Graduate,0.59,3.3,57.6,0.53,0.43,No,Stable,Desktop,61.5,Moderate,67.4,Auditory,BSED,"Leadership, Marketing",Pass,Safe,0.68
1454,17.5,Male,Low,High School,0.85,8.9,44.3,0.57,0.65,Yes,Stable,Smartphone,85.1,Moderate,90.5,Kinesthetic,BSED,"Game Dev, Robotics",Pass,Moderate,0.36
1455,18.1,Male,Low,Elementary,1.0,17.7,99.8,0.62,0.53,Yes,Stable,Tablet,59.5,Moderate,62.7,Visual,BSIT,"Leadership, Marketing",Pass,At Risk,0.27
1456,20.2,Male,High,College,0.75,6.7,48.2,0.63,0.72,Yes,Limited,Laptop,50.1,Moderate,99.7,Reading,BSED,"Programming, AI",Fail,Safe,0.6
1457,21.8,Female,Middle,High School,1.0,15.8,76.7,0.85,0.53,No,Limited,Tablet,87.4,Hard,53.9,Visual,BSIT,"Programming, AI",Pass,Moderate,0.49
1458,22.4,Female,Middle,High School,0.52,3.7,56.0,1.0,0.81,Yes,Stable,Tablet,86.4,Moderate,68.9,Kinesthetic,BSBA,"Game Dev, Robotics",Pass,Moderate,0.64
1459,17.1,Female,High,College,0.78,3.2,69.8,0.65,0.52,No,Stable,Laptop,50.1,Moderate,73.1,Reading,BSBA,"Leadership, Marketing",Pass,Moderate,0.41
1460,20.7,Male,Low,College,0.64,10.8,64.5,0.65,0.76,No,None,Tablet,86.6,Moderate,93.8,Auditory,BSED,"Programming, AI",Fail,Safe,0.66
1461,24.1,Female,Low,Graduate,0.77,16.6,59.3,0.49,0.87,No,Stable,Tablet,77.6,Hard,58.5,Visual,BSA,"Programming, AI",Pass,Safe,0.34
1462,25.0,Male,Low,High School,0.87,16.7,49.4,0.83,0.62,No,Stable,Desktop,54.9,Moderate,80.8,Kinesthetic,BSA,"Leadership, Marketing",Pass,Safe,0.45
1463,22.8,Male,Low,College,0.81,6.6,45.4,0.55,0.53,No,None,Tablet,89.2,Moderate,78.4,Auditory,BSBA,"Game Dev, Robotics",Fail,Moderate,0.84
1464,24.1,Female,Low,Elementary,0.68,20.0,68.2,0.71,0.71,No,Stable,Laptop,69.1,Easy,57.4,Visual,BSA,"Accounting, Finance",Pass,Moderate,0.56
1465,16.0,Female,Low,College,0.67,6.4,79.8,0.68,0.42,No,Stable,Laptop,59.7,Hard,64.7,Auditory,BSBA,"Teaching, Research",Pass,At Risk,0.39
1466,17.6,Female,Middle,Elementary,0.67,5.7,74.3,1.0,0.64,Yes,Stable,Laptop,69.3,Moderate,74.1,Reading,BSED,"Leadership, Marketing",Fail,At Risk,0.59
1467,24.4,Female,High,College,0.96,9.1,64.3,0.91,0.68,Yes,Limited,Laptop,50.1,Moderate,99.4,Kinesthetic,BSED,"Leadership, Marketing",Pass,Moderate,0.52
1468,25.0,Female,High,College,0.69,11.7,75.9,0.69,1.0,No,Limited,Laptop,68.3,Moderate,52.3,Kinesthetic,BSIT,"Game Dev, Robotics",Pass,At Risk,0.53
1469,23.0,Female,Middle,College,0.67,10.3,72.5,0.64,0.96,Yes,Limited,Laptop,61.6,Moderate,83.5,Reading,BSA,"Programming, AI",Fail,Moderate,0.37
1470,18.9,Female,Middle,College,0.78,17.2,53.7,0.65,0.61,No,Limited,Laptop,84.3,Moderate,99.7,Kinesthetic,BSA,"Game Dev, Robotics",Fail,Safe,0.59
1471,23.5,Male,Low,High School,0.76,3.2,76.7,0.79,0.62,Yes,Limited,Tablet,68.5,Moderate,52.9,Kinesthetic,BSBA,"Leadership, Marketing",Pass,Safe,0.12
1472,23.5,Female,Middle,College,0.91,15.4,96.7,0.56,0.63,No,Limited,Tablet,90.2,Moderate,42.6,Visual,BSBA,"Leadership, Marketing",Pass,Moderate,0.41
1473,20.1,Female,Low,College,0.83,14.1,51.5,0.83,0.51,Yes,Stable,Smartphone,95.0,Easy,86.3,Kinesthetic,BSIT,"Game Dev, Robotics",Pass,Safe,0.27
1474,25.0,Female,High,Elementary,0.64,12.6,68.1,0.68,0.51,No,Limited,Laptop,70.5,Moderate,97.7,Visual,BSED,"Programming, AI",Fail,Safe,0.59
1475,24.8,Male,Low,College,0.63,13.6,74.6,0.77,0.64,Yes,Limited,Smartphone,63.9,Hard,86.1,Auditory,BSA,"Accounting, Finance",Pass,At Risk,0.34
1476,21.6,Male,Middle,College,0.93,17.4,63.8,0.53,0.6,No,Limited,Laptop,71.4,Easy,73.4,Reading,BSED,"Teaching, Research",Pass,Moderate,0.41
1477,25.0,Male,Middle,High School,0.67,10.6,82.0,0.57,0.65,No,Stable,Desktop,71.4,Hard,69.7,Reading,BSED,"Game Dev, Robotics",Fail,At Risk,0.23
1478,19.4,Female,Low,College,0.76,14.7,96.6,0.92,0.3,Yes,Stable,Laptop,61.1,Hard,63.6,Visual,BSA,"Leadership, Marketing",Pass,Safe,0.58
1479,21.4,Male,Middle,Graduate,0.85,14.2,56.3,0.84,0.67,Yes,Limited,Tablet,93.0,Moderate,40.0,Reading,BSA,"Accounting, Finance",Fail,Moderate,0.62
1480,17.0,Male,Middle,High School,0.59,15.6,60.2,0.81,0.78,No,Stable,Laptop,92.4,Moderate,90.0,Kinesthetic,BSED,"Teaching, Research",Fail,Safe,0.5
1481,23.4,Female,High,High School,0.67,14.7,86.8,0.75,0.64,Yes,Stable,Laptop,64.9,Moderate,44.3,Visual,BSBA,"Leadership, Marketing",Fail,Moderate,0.48
1482,20.3,Male,Low,High School,0.67,11.5,61.6,0.9,0.81,No,Limited,Smartphone,58.7,Moderate,82.7,Kinesthetic,BSA,"Leadership, Marketing",Fail,Moderate,0.43
1483,20.6,Male,Middle,Elementary,0.86,10.0,75.0,0.56,0.85,Yes,Stable,Laptop,72.2,Easy,69.4,Reading,BSED,"Leadership, Marketing",Fail,Moderate,0.73
1484,19.9,Female,Low,High School,0.75,15.4,57.1,0.95,0.45,Yes,Stable,Laptop,50.1,Moderate,86.5,Auditory,BSED,"Teaching, Research",Pass,Safe,0.61
1485,20.8,Female,High,College,0.87,11.0,74.5,0.83,0.75,No,Limited,Laptop,72.3,Moderate,98.9,Reading,BSA,"Teaching, Research",Fail,Safe,0.66
1486,19.9,Male,Low,College,0.98,10.0,87.9,0.96,0.64,No,Limited,Smartphone,95.0,Moderate,99.7,Kinesthetic,BSIT,"Accounting, Finance",Pass,Safe,0.8
1487,16.7,Male,Middle,High School,0.86,3.6,58.5,1.0,0.62,No,Stable,Laptop,76.8,Moderate,77.0,Reading,BSED,"Leadership, Marketing",Pass,Moderate,0.72
1488,25.0,Male,Middle,High School,0.51,1.6,64.2,0.62,0.48,Yes,Stable,Smartphone,64.5,Moderate,68.4,Auditory,BSA,"Teaching, Research",Pass,Moderate,0.66
1489,25.0,Male,Middle,High School,0.86,9.6,82.8,0.79,0.51,Yes,Limited,Laptop,65.9,Hard,85.9,Kinesthetic,BSIT,"Game Dev, Robotics",Pass,Safe,0.71
1490,20.0,Female,Low,High School,0.93,1.0,68.5,0.55,0.74,Yes,Limited,Smartphone,73.6,Moderate,92.1,Auditory,BSBA,"Game Dev, Robotics",Pass,Moderate,0.52
1491,24.7,Female,Low,College,0.97,14.9,78.0,0.74,0.41,Yes,Stable,Smartphone,62.0,Easy,56.4,Auditory,BSBA,"Leadership, Marketing",Fail,Safe,0.64
1492,23.6,Male,Middle,College,0.91,11.9,79.9,0.71,0.69,Yes,Stable,Laptop,51.2,Moderate,91.5,Visual,BSA,"Teaching, Research",Pass,Safe,0.64
1493,18.9,Male,Low,High School,0.66,8.2,53.3,0.74,0.41,No,Limited,Laptop,54.7,Moderate,49.5,Reading,BSIT,"Teaching, Research",Fail,Moderate,0.64
1494,17.7,Male,High,College,0.5,8.8,64.7,0.52,0.64,Yes,Stable,Smartphone,89.4,Moderate,79.3,Reading,BSIT,"Programming, AI",Pass,Safe,0.84
1495,22.0,Female,Middle,High School,0.67,18.0,91.7,0.66,0.56,No,Limited,Laptop,93.7,Moderate,99.7,Kinesthetic,BSBA,"Programming, AI",Fail,Moderate,0.84
1496,21.0,Male,Low,High School,0.89,10.9,98.4,0.8,0.3,No,Stable,Smartphone,69.8,Moderate,64.1,Reading,BSA,"Programming, AI",Fail,Moderate,0.67
1497,25.0,Male,Middle,High School,0.69,20.0,99.8,0.88,0.76,Yes,Stable,Smartphone,57.1,Moderate,68.8,Visual,BSED,"Leadership, Marketing",Fail,Moderate,0.7
1498,22.9,Male,Middle,College,0.75,12.7,61.1,0.72,0.72,Yes,Limited,Smartphone,80.4,Hard,67.1,Visual,BSED,"Teaching, Research",Fail,At Risk,0.65
1499,17.7,Female,High,College,0.81,11.5,87.0,0.7,0.87,No,Limited,Laptop,84.9,Moderate,81.6,Visual,BSBA,"Teaching, Research",Pass,At Risk,0.55
1500,20.9,Female,Low,Graduate,0.57,12.2,89.0,0.63,0.74,Yes,Stable,Laptop,73.2,Hard,90.0,Kinesthetic,BSIT,"Programming, AI",Fail,Safe,0.53
1501,19.1,Female,Middle,High School,0.83,19.3,77.0,0.74,0.71,No,Limited,Desktop,50.1,Hard,88.4,Kinesthetic,BSA,"Accounting, Finance",Pass,Moderate,0.62
1502,19.4,Female,Low,College,0.61,9.7,63.6,0.65,0.87,Yes,Stable,Laptop,82.1,Moderate,64.9,Kinesthetic,BSIT,"Programming, AI",Pass,Safe,0.72
1503,23.6,Male,Middle,Elementary,0.88,5.5,84.7,0.9,0.56,No,Stable,Laptop,59.7,Hard,40.0,Reading,BSBA,"Leadership, Marketing",Pass,Safe,0.45
1504,18.2,Female,Low,College,0.79,2.7,50.6,0.96,0.86,Yes,Limited,Laptop,65.2,Moderate,63.6,Kinesthetic,BSA,"Accounting, Finance",Pass,Safe,0.64
1505,22.5,Female,Low,Elementary,0.83,20.0,67.4,0.65,0.75,No,Stable,Laptop,86.2,Easy,90.2,Kinesthetic,BSED,"Game Dev, Robotics",Pass,Moderate,0.68
1506,24.8,Male,Middle,Elementary,0.76,5.0,59.2,0.62,0.39,Yes,Limited,Laptop,75.9,Hard,99.7,Reading,BSBA,"Game Dev, Robotics",Fail,Moderate,0.34
1507,19.7,Female,High,High School,0.78,12.7,60.9,0.58,0.73,No,Stable,Laptop,59.3,Moderate,69.6,Kinesthetic,BSED,"Game Dev, Robotics",Fail,Safe,0.48
1508,20.4,Female,Low,High School,0.79,5.8,99.8,0.42,0.88,No,Limited,Laptop,75.6,Hard,98.1,Kinesthetic,BSIT,"Programming, AI",Fail,Moderate,0.41
1509,21.0,Female,Low,College,0.74,4.9,71.5,0.73,0.65,Yes,Limited,Tablet,73.1,Moderate,84.1,Reading,BSED,"Accounting, Finance",Pass,Safe,0.58
1510,16.3,Female,Low,College,0.83,12.8,71.7,0.55,0.41,No,Limited,Smartphone,50.1,Moderate,72.1,Visual,BSIT,"Game Dev, Robotics",Fail,Moderate,0.59
1511,19.1,Female,Low,Elementary,0.66,6.3,67.9,0.76,0.53,No,Stable,Laptop,54.3,Moderate,69.6,Reading,BSA,"Leadership, Marketing",Pass,Moderate,0.62
1512,24.6,Female,Middle,College,0.54,2.4,55.4,0.87,0.72,Yes,Stable,Smartphone,65.5,Moderate,96.4,Visual,BSA,"Accounting, Finance",Pass,Safe,0.63
1513,23.3,Female,Middle,College,0.78,18.6,40.1,0.79,0.86,No,Limited,Laptop,80.6,Moderate,65.8,Reading,BSBA,"Game Dev, Robotics",Fail,Safe,0.74
1514,17.8,Female,Low,High School,0.81,15.4,57.1,0.79,0.55,Yes,Stable,Laptop,50.1,Hard,88.0,Visual,BSIT,"Teaching, Research",Fail,Moderate,0.55
1515,23.5,Male,Low,College,1.0,6.8,86.7,0.68,0.33,Yes,Stable,Laptop,76.7,Moderate,72.6,Reading,BSED,"Game Dev, Robotics",Fail,At Risk,0.32
1516,17.9,Female,Low,College,0.82,8.8,54.3,1.0,0.3,No,Limited,Laptop,62.1,Moderate,62.6,Auditory,BSBA,"Teaching, Research",Fail,At Risk,0.16
1517,23.1,Female,Low,Graduate,0.82,8.4,84.2,0.65,0.71,No,Limited,Smartphone,76.7,Moderate,50.3,Reading,BSBA,"Accounting, Finance",Fail,At Risk,0.53
1518,23.0,Male,High,College,0.72,1.0,65.3,1.0,0.56,No,Stable,Smartphone,64.9,Hard,56.1,Reading,BSED,"Leadership, Marketing",Fail,Moderate,0.43
1519,23.2,Male,Middle,College,0.91,16.1,99.8,0.6,0.39,No,Stable,Laptop,77.9,Moderate,79.1,Reading,BSA,"Accounting, Finance",Fail,Safe,0.57
1520,16.0,Male,Low,College,0.69,15.5,54.4,0.53,0.75,No,Limited,Laptop,50.1,Moderate,73.9,Reading,BSED,"Programming, AI",Fail,Moderate,0.28
1521,19.7,Female,Middle,High School,0.59,10.7,67.6,0.59,0.89,Yes,Stable,Laptop,80.8,Easy,47.4,Visual,BSA,"Game Dev, Robotics",Fail,At Risk,0.4
1522,19.5,Male,Low,High School,0.6,10.2,99.8,0.7,0.8,No,Stable,Laptop,83.7,Easy,75.2,Visual,BSA,"Game Dev, Robotics",Fail,Moderate,0.59
1523,17.1,Male,High,High School,0.72,13.3,91.0,0.66,0.62,No,Stable,Laptop,77.4,Moderate,67.5,Visual,BSIT,"Leadership, Marketing",Pass,At Risk,0.3
1524,19.5,Female,High,High School,0.69,17.5,72.2,0.72,0.88,No,Limited,Tablet,91.6,Moderate,44.1,Reading,BSA,"Game Dev, Robotics",Fail,Moderate,0.54
1525,18.5,Female,Low,High School,0.88,9.3,45.5,0.72,1.0,Yes,Limited,Laptop,69.7,Moderate,66.7,Kinesthetic,BSBA,"Programming, AI",Pass,At Risk,0.41
1526,25.0,Male,Middle,College,0.54,4.5,48.9,0.7,0.94,No,Limited,Laptop,81.4,Moderate,81.8,Visual,BSBA,"Game Dev, Robotics",Fail,At Risk,0.42
1527,18.5,Female,Middle,Elementary,0.87,17.8,70.6,0.84,1.0,No,Stable,Laptop,78.4,Easy,51.7,Kinesthetic,BSIT,"Teaching, Research",Fail,Moderate,0.81
1528,19.9,Male,High,Graduate,0.81,11.7,55.4,0.55,0.47,No,Stable,Laptop,61.8,Moderate,86.1,Reading,BSED,"Programming, AI",Pass,At Risk,0.68
1529,22.9,Female,Middle,High School,0.73,14.8,50.6,0.65,0.48,Yes,Stable,Smartphone,69.9,Easy,47.2,Reading,BSIT,"Accounting, Finance",Fail,At Risk,0.84
1530,23.7,Male,Middle,Elementary,0.53,15.3,68.9,0.76,0.74,No,Stable,Smartphone,86.3,Moderate,85.6,Visual,BSBA,"Accounting, Finance",Pass,Safe,0.77
1531,16.7,Female,Middle,High School,0.56,8.1,93.7,0.67,0.72,Yes,Limited,Desktop,82.5,Moderate,64.1,Visual,BSIT,"Teaching, Research",Fail,Moderate,0.53
1532,18.2,Male,Middle,High School,0.78,8.6,81.3,1.0,1.0,Yes,Stable,Laptop,95.0,Easy,43.8,Visual,BSED,"Leadership, Marketing",Fail,Moderate,0.51
1533,25.0,Female,High,College,0.85,9.4,77.4,0.58,0.35,No,Stable,Laptop,89.6,Hard,52.7,Reading,BSED,"Accounting, Finance",Pass,At Risk,0.54
1534,25.0,Female,Middle,College,0.76,7.9,70.9,0.94,0.82,No,Limited,Tablet,82.9,Moderate,82.2,Reading,BSIT,"Game Dev, Robotics",Fail,Safe,0.49
1535,25.0,Female,High,College,0.82,15.1,87.0,0.92,0.94,No,Stable,Smartphone,65.7,Moderate,82.3,Visual,BSA,"Game Dev, Robotics",Pass,Moderate,0.73
1536,25.0,Female,Middle,High School,0.76,11.1,73.7,0.64,0.66,Yes,Limited,Laptop,72.7,Moderate,63.1,Kinesthetic,BSA,"Accounting, Finance",Fail,At Risk,0.41
1537,18.5,Female,Middle,High School,0.62,5.5,52.2,1.0,0.87,Yes,Stable,Desktop,71.6,Easy,99.7,Reading,BSBA,"Programming, AI",Fail,At Risk,0.28
1538,17.9,Male,Low,College,0.63,16.8,43.1,0.41,0.63,Yes,Stable,Laptop,50.1,Moderate,68.4,Auditory,BSIT,"Game Dev, Robotics",Pass,Moderate,0.84
1539,21.2,Male,Middle,Elementary,0.91,5.7,73.1,0.62,0.46,No,Stable,Laptop,72.7,Easy,40.0,Kinesthetic,BSA,"Teaching, Research",Fail,Safe,0.74
1540,18.5,Male,Low,College,0.56,20.0,95.5,0.81,0.3,Yes,Stable,Laptop,85.8,Moderate,40.0,Reading,BSA,"Programming, AI",Pass,Safe,0.66
1541,21.3,Female,Middle,College,0.73,3.2,69.9,0.88,0.43,No,Stable,Tablet,78.7,Moderate,70.3,Reading,BSED,"Teaching, Research",Pass,At Risk,0.6
1542,19.4,Female,High,High School,1.0,4.0,69.7,0.66,0.71,Yes,Stable,Tablet,78.0,Moderate,76.1,Reading,BSBA,"Teaching, Research",Pass,Moderate,0.54
1543,23.1,Male,Middle,College,1.0,8.0,43.3,0.73,0.55,Yes,Stable,Laptop,57.2,Hard,99.7,Kinesthetic,BSIT,"Programming, AI",Pass,Safe,0.45
1544,16.0,Male,High,Graduate,0.78,7.5,74.2,0.72,0.3,No,Limited,Laptop,70.0,Moderate,66.6,Reading,BSBA,"Accounting, Finance",Pass,At Risk,0.59
1545,23.7,Female,Middle,College,0.65,8.1,77.0,0.73,0.31,No,Limited,Smartphone,63.5,Moderate,58.8,Kinesthetic,BSIT,"Game Dev, Robotics",Fail,Moderate,0.33
1546,24.7,Male,Low,College,0.63,7.3,92.7,0.75,0.63,No,None,Laptop,69.3,Moderate,74.3,Visual,BSBA,"Leadership, Marketing",Pass,Moderate,0.37
1547,25.0,Male,High,College,0.68,9.5,50.6,1.0,0.72,Yes,Limited,Desktop,79.8,Hard,99.7,Kinesthetic,BSBA,"Accounting, Finance",Fail,Safe,0.4
1548,16.0,Male,High,High School,0.54,17.1,78.2,0.72,0.68,Yes,Limited,Laptop,76.3,Moderate,91.5,Visual,BSA,"Game Dev, Robotics",Pass,At Risk,0.14
1549,19.4,Female,Low,Graduate,0.83,15.2,73.4,0.73,0.53,Yes,Stable,Laptop,87.3,Moderate,40.0,Kinesthetic,BSIT,"Teaching, Research",Fail,Moderate,0.39
1550,25.0,Male,Middle,High School,0.61,4.3,68.0,0.57,0.63,No,Limited,Desktop,83.1,Hard,91.7,Kinesthetic,BSIT,"Game Dev, Robotics",Fail,Moderate,0.58
1551,20.7,Female,Low,College,0.5,7.4,84.4,0.44,0.9,No,Limited,Smartphone,72.7,Hard,48.4,Visual,BSIT,"Accounting, Finance",Fail,Safe,0.46
1552,16.0,Female,High,College,0.92,18.3,87.6,0.77,0.36,No,Stable,Laptop,75.2,Easy,78.5,Auditory,BSIT,"Leadership, Marketing",Pass,Moderate,0.46
1553,21.6,Male,Middle,College,0.77,5.1,52.0,0.92,0.43,Yes,Stable,Laptop,75.2,Hard,70.6,Reading,BSIT,"Teaching, Research",Pass,Safe,0.64
1554,20.1,Male,Middle,High School,0.86,4.4,59.0,0.73,0.59,No,Limited,Laptop,76.7,Hard,73.1,Kinesthetic,BSBA,"Teaching, Research",Fail,At Risk,0.49
1555,17.8,Male,High,College,0.55,9.2,40.3,0.49,0.72,Yes,Stable,Smartphone,64.5,Hard,90.2,Kinesthetic,BSIT,"Programming, AI",Fail,Safe,0.49
1556,19.4,Female,Middle,Graduate,0.63,15.5,80.2,0.98,0.7,No,Limited,Desktop,71.3,Moderate,60.7,Auditory,BSIT,"Game Dev, Robotics",Fail,Safe,0.75
1557,17.3,Female,Low,Elementary,0.71,10.9,43.7,0.54,0.9,Yes,Limited,Tablet,95.0,Hard,59.0,Kinesthetic,BSA,"Game Dev, Robotics",Fail,Moderate,0.46
1558,18.8,Female,High,High School,0.56,1.0,65.9,0.61,0.61,Yes,Stable,Tablet,95.0,Moderate,86.7,Visual,BSIT,"Leadership, Marketing",Fail,Safe,0.64
1559,18.8,Female,Low,High School,0.59,4.7,46.4,0.75,0.47,No,Stable,Smartphone,85.1,Moderate,73.4,Auditory,BSED,"Game Dev, Robotics",Fail,Moderate,0.42
1560,19.6,Female,High,High School,0.71,5.3,63.1,0.97,0.49,No,Stable,Laptop,77.1,Hard,57.4,Auditory,BSBA,"Leadership, Marketing",Fail,At Risk,0.66
1561,17.5,Male,High,High School,0.83,16.8,85.7,0.61,0.45,Yes,Stable,Laptop,56.0,Moderate,65.3,Reading,BSIT,"Accounting, Finance",Pass,Moderate,0.7
1562,19.8,Female,Middle,High School,0.59,14.6,58.5,0.61,0.67,No,Stable,Laptop,72.9,Hard,48.2,Kinesthetic,BSA,"Teaching, Research",Fail,Safe,0.77
1563,23.5,Male,Low,High School,0.56,6.7,86.4,0.75,0.8,No,Limited,Laptop,72.3,Moderate,58.1,Kinesthetic,BSA,"Accounting, Finance",Fail,Moderate,0.48
1564,22.5,Male,High,High School,0.55,15.6,40.6,0.84,0.72,Yes,Limited,Laptop,74.5,Moderate,79.7,Kinesthetic,BSA,"Game Dev, Robotics",Pass,At Risk,0.72
1565,22.0,Female,Low,Graduate,1.0,20.0,86.3,0.67,0.48,Yes,Limited,Laptop,69.7,Moderate,91.6,Reading,BSA,"Leadership, Marketing",Fail,Safe,0.61
1566,21.2,Female,Low,High School,0.7,14.5,40.1,0.53,1.0,Yes,Limited,Laptop,55.5,Easy,40.0,Visual,BSBA,"Programming, AI",Pass,Safe,0.41
1567,22.5,Female,Low,College,1.0,16.8,58.5,0.69,0.74,No,Stable,Laptop,69.0,Moderate,78.6,Visual,BSED,"Accounting, Finance",Pass,Moderate,0.55
1568,18.4,Female,Middle,High School,0.88,11.7,64.1,0.67,0.99,No,Stable,Tablet,85.2,Hard,55.2,Kinesthetic,BSIT,"Programming, AI",Fail,Safe,0.38
1569,23.2,Male,High,College,0.64,10.8,66.3,0.6,0.42,No,Limited,Desktop,85.9,Hard,43.1,Auditory,BSIT,"Programming, AI",Pass,Safe,0.84
1570,23.3,Female,Low,High School,0.69,10.8,97.6,0.76,0.46,Yes,Stable,Laptop,50.1,Moderate,66.5,Reading,BSA,"Game Dev, Robotics",Fail,Moderate,0.54
1571,25.0,Male,Middle,College,0.68,5.3,74.5,0.58,0.55,Yes,Stable,Laptop,58.3,Hard,93.1,Reading,BSIT,"Teaching, Research",Fail,At Risk,0.5
1572,19.9,Female,Middle,College,0.78,15.2,99.8,0.62,0.65,Yes,Limited,Smartphone,80.2,Moderate,58.4,Kinesthetic,BSIT,"Teaching, Research",Fail,At Risk,0.51
1573,22.8,Male,Low,High School,0.67,8.8,50.7,1.0,0.32,Yes,Stable,Laptop,73.1,Moderate,90.5,Auditory,BSBA,"Game Dev, Robotics",Fail,At Risk,0.74
1574,24.5,Female,Middle,High School,0.76,6.7,73.7,0.85,0.98,No,Stable,Laptop,74.5,Moderate,50.5,Reading,BSIT,"Accounting, Finance",Pass,Moderate,0.66
1575,16.0,Male,Middle,High School,0.77,13.2,73.0,1.0,0.7,No,Stable,Laptop,92.1,Moderate,45.5,Visual,BSED,"Leadership, Marketing",Pass,Moderate,0.67
1576,20.5,Male,Middle,College,0.7,10.7,78.8,0.41,0.82,Yes,None,Smartphone,72.0,Moderate,73.3,Visual,BSED,"Leadership, Marketing",Fail,Safe,0.45
1577,22.2,Male,Low,High School,1.0,18.0,80.5,0.75,0.89,No,Stable,Smartphone,67.9,Hard,97.8,Kinesthetic,BSIT,"Game Dev, Robotics",Pass,At Risk,0.52
1578,18.6,Female,Middle,College,0.76,6.7,61.1,1.0,0.61,Yes,Limited,Smartphone,60.4,Moderate,74.4,Reading,BSED,"Leadership, Marketing",Fail,At Risk,0.35
1579,24.8,Male,Middle,College,0.93,9.7,99.8,0.77,0.57,Yes,Stable,Laptop,78.2,Easy,88.2,Visual,BSED,"Programming, AI",Fail,Safe,0.41
1580,19.0,Female,Low,High School,0.65,8.6,99.8,0.91,0.71,No,Stable,Desktop,75.9,Moderate,79.1,Auditory,BSED,"Programming, AI",Fail,Moderate,0.25
1581,20.0,Male,Low,College,0.7,14.5,91.6,0.45,0.83,Yes,Stable,Laptop,69.7,Hard,82.3,Kinesthetic,BSBA,"Game Dev, Robotics",Pass,Moderate,0.32
1582,19.1,Female,Middle,High School,0.7,12.3,48.9,0.83,0.74,Yes,Limited,Laptop,79.0,Moderate,54.4,Reading,BSBA,"Game Dev, Robotics",Pass,Safe,0.48
1583,19.0,Male,Low,High School,0.77,16.2,77.0,0.83,0.46,Yes,Stable,Laptop,72.9,Moderate,91.9,Auditory,BSA,"Programming, AI",Pass,Safe,0.53
1584,20.1,Male,High,College,0.76,9.4,72.0,0.8,0.9,No,Limited,Laptop,76.1,Moderate,94.8,Auditory,BSBA,"Programming, AI",Pass,Safe,0.47
1585,16.0,Female,Low,College,0.87,1.0,99.8,0.72,0.66,Yes,Stable,Desktop,82.8,Moderate,92.6,Kinesthetic,BSED,"Programming, AI",Fail,Safe,0.51
1586,18.6,Male,Low,Graduate,0.93,16.2,53.5,0.55,0.41,Yes,Stable,Smartphone,54.4,Moderate,43.1,Kinesthetic,BSED,"Programming, AI",Pass,Moderate,0.58
1587,25.0,Female,Middle,Elementary,0.94,18.3,58.3,0.63,0.53,Yes,Limited,Desktop,50.1,Moderate,41.8,Auditory,BSIT,"Teaching, Research",Pass,Moderate,0.45
1588,22.8,Male,Low,High School,0.8,16.5,83.1,0.55,0.69,No,Stable,Laptop,73.7,Moderate,99.7,Reading,BSBA,"Programming, AI",Fail,Moderate,0.51
1589,19.1,Female,Middle,College,0.77,14.8,74.9,0.55,0.43,Yes,Stable,Laptop,64.9,Moderate,88.7,Auditory,BSED,"Leadership, Marketing",Fail,At Risk,0.58
1590,20.7,Female,Middle,Elementary,0.51,20.0,80.0,0.53,0.66,No,Stable,Smartphone,70.3,Moderate,64.8,Reading,BSED,"Leadership, Marketing",Fail,At Risk,0.67
1591,23.9,Male,Middle,Graduate,0.84,12.8,64.6,0.67,0.47,No,Limited,Smartphone,71.6,Moderate,62.3,Kinesthetic,BSIT,"Teaching, Research",Fail,At Risk,0.35
